# equipment.txt -- gear, weapons, armour, magic items and prices
#
# One record per line: a tag, then '|' separated fields. A '#' at the
# start of a line is a comment, and blank lines are ignored. The comment
# above each block names the columns.
#
# A field that needs a literal '|' or '\' writes it as '\|' or '\\'.
# A line ending in '\' continues on the next line.
#
# tools/build_data.py turns this file into C. Run `make data` after an
# edit; it checks every cross-reference and refuses to write on an error.

# ITEM | name | book | category | cost_cp | weight_tenths | base_ac | dex_cap | str_req | stealth_disadvantage | damage | damage_type | properties | contents
ITEMNOTE|Painter's supplies|An easel, canvas, brushes, paints and charcoal. Helps with Arcana and History checks about symbols and art, Investigation of a scene, and Perception to spot details others miss.
ITEMNOTE|Potter's tools|Needles, ribs, scrapers, a knife and calipers. Helps with History checks on a piece's age and origin, Investigation of shards, and Perception to find something hidden in a vessel.
ITEMNOTE|Smith's tools|Hammers, tongs, charcoal, rags and a whetstone. Helps with Arcana checks on magic weapons and armor, History checks on metal objects, and repairs to metal armor and weapons.
ITEMNOTE|Tinker's tools|Files, hammers, a small saw, pliers, whetstone, thread and needles. Helps with History and Investigation checks on devices, and lets you repair damaged objects and build simple contraptions.
ITEMNOTE|Weaver's tools|Thread, needles and scraps of cloth. Helps with Arcana checks on magical garments, History on a garment's origin, and Investigation of a bolt of cloth. Repairs and tailors clothing.
ITEMNOTE|Woodcarver's tools|A knife, gouge and small saw. Helps with Arcana checks on magic staffs and wands, History checks about wooden objects, and Nature to identify a wood. Makes arrows and wooden instruments.
ITEMNOTE|Disguise kit|Cosmetics, hair dye, small props and clothing. Helps with Deception to pass as someone else, Intimidation by looking the part, Performance in costume, and Persuasion when appearance matters.
ITEMNOTE|Forgery kit|Inks, papers, seals, sealing wax, gold and silver leaf. Helps with Deception when passing off a document and Arcana checks on written magic. Lets you forge documents and duplicate seals and signatures.
ITEMNOTE|Herbalism kit|Pouches for herbs, clippers, gloves, a mortar and pestle and glass jars. Helps with Arcana on plant-based magic, Investigation of overgrown areas, Medicine to treat wounds, and Nature and Survival in the wild. Lets you make antitoxin and potions of healing.
ITEMNOTE|Navigator's tools|A sextant, compass, calipers, ruler, parchment, ink and quill. Helps with Survival to avoid getting lost and Perception to spot land or a landmark, and lets you plot a course at sea.
ITEMNOTE|Poisoner's kit|Glass vials, a mortar and pestle, chemicals and a glass stirring rod. Helps with Investigation and Perception to spot poison, Medicine to treat it, Nature to identify a poisonous creature, and Survival to forage.
ITEMNOTE|Thieves' tools|A file, lock picks, a small mirror on a handle, narrow-bladed scissors and pliers. Needed to pick locks and disarm traps, and helps with History checks on notorious heists and Investigation and Perception on traps and security.
ITEMNOTE|Dice set|A gaming set. Proficiency covers one type of game; it helps with History checks about the game's history, Insight to read an opponent, and Sleight of Hand to cheat.
ITEMNOTE|Dragonchess set|A gaming set; see Dice set.
ITEMNOTE|Playing card set|A gaming set. Proficiency covers one type of game; it helps with History, Insight to read an opponent, and Sleight of Hand to cheat.
ITEMNOTE|Three-Dragon Ante set|A gaming set; see Dice set.
ITEMNOTE|Bagpipes|A musical instrument. Proficiency lets you add your proficiency bonus to Performance checks with it, and helps with History checks on songs and Perception to pick out a tune.
ITEMNOTE|Drum|A musical instrument; see Bagpipes.
ITEMNOTE|Dulcimer|A musical instrument; see Bagpipes.
ITEMNOTE|Flute|A musical instrument; see Bagpipes.
ITEMNOTE|Lute|A musical instrument; see Bagpipes.
ITEMNOTE|Lyre|A musical instrument; see Bagpipes.
ITEMNOTE|Horn|A musical instrument; see Bagpipes.
ITEMNOTE|Pan flute|A musical instrument; see Bagpipes.
ITEMNOTE|Shawm|A musical instrument; see Bagpipes.
ITEMNOTE|Viol|A musical instrument; see Bagpipes.
ITEMNOTE|Camel|Speed 50 ft., carrying capacity 480 lb.
ITEMNOTE|Donkey or mule|Speed 40 ft., carrying capacity 420 lb.
ITEMNOTE|Draft horse|Speed 40 ft., carrying capacity 540 lb.
ITEMNOTE|Elephant|Speed 40 ft., carrying capacity 1,320 lb.
ITEMNOTE|Mastiff|Speed 40 ft., carrying capacity 195 lb. Small enough to fit where a horse cannot.
ITEMNOTE|Pony|Speed 40 ft., carrying capacity 225 lb.
ITEMNOTE|Riding horse|Speed 60 ft., carrying capacity 480 lb.
ITEMNOTE|Warhorse|Speed 60 ft., carrying capacity 540 lb. Trained for battle; a draft horse counts as a warhorse for carrying capacity.
ITEMNOTE|Saddle, military|Braces you on an active mount: advantage on any check made to remain mounted.
ITEMNOTE|Saddlebags|Bags for carrying gear on a mount.
ITEMNOTE|Feed (per day)|A day's fodder for one mount or beast of burden.

# WEAPONPROP | property | what it means
WEAPONPROP|Ammunition|You need ammunition to make a ranged attack. Drawing it is part of the attack; at the end of a battle you can recover half the ammunition spent.
WEAPONPROP|Finesse|Use either Strength or Dexterity for the attack and damage rolls, the same modifier for both.
WEAPONPROP|Heavy|Small creatures have disadvantage on attack rolls with it, because its size and bulk are too much for them.
WEAPONPROP|Light|Small and easy to handle, making it suitable for fighting with two weapons.
WEAPONPROP|Loading|You can fire only one piece of ammunition per action, bonus action or reaction, however many attacks you could normally make.
WEAPONPROP|Range|Two numbers: attacks beyond the first are at disadvantage, and you cannot attack beyond the second at all.
WEAPONPROP|Reach|Adds 5 feet to your reach when you attack with it, and to the space you threaten for opportunity attacks.
WEAPONPROP|Special|The weapon has a rule of its own. A lance has disadvantage within 5 feet and needs two hands unless you are mounted; a net restrains a Large or smaller creature on a hit and has no damage.
WEAPONPROP|Thrown|You can throw it to make a ranged attack, using the same ability modifier you would use in melee.
WEAPONPROP|Two-Handed|The weapon requires two hands when you attack with it.
WEAPONPROP|Versatile|Can be used with one or two hands; the larger damage die in brackets applies when wielded in two hands.

# TOOLGROUP | group | item
TOOLGROUP|Artisan's tools|Alchemist's supplies
TOOLGROUP|Artisan's tools|Brewer's supplies
TOOLGROUP|Artisan's tools|Calligrapher's supplies
TOOLGROUP|Artisan's tools|Carpenter's tools
TOOLGROUP|Artisan's tools|Cartographer's tools
TOOLGROUP|Artisan's tools|Cobbler's tools
TOOLGROUP|Artisan's tools|Cook's utensils
TOOLGROUP|Artisan's tools|Glassblower's tools
TOOLGROUP|Artisan's tools|Jeweler's tools
TOOLGROUP|Artisan's tools|Leatherworker's tools
TOOLGROUP|Artisan's tools|Mason's tools
TOOLGROUP|Artisan's tools|Painter's supplies
TOOLGROUP|Artisan's tools|Potter's tools
TOOLGROUP|Artisan's tools|Smith's tools
TOOLGROUP|Artisan's tools|Tinker's tools
TOOLGROUP|Artisan's tools|Weaver's tools
TOOLGROUP|Artisan's tools|Woodcarver's tools
TOOLGROUP|Gaming set|Dice set
TOOLGROUP|Gaming set|Dragonchess set
TOOLGROUP|Gaming set|Playing card set
TOOLGROUP|Gaming set|Three-Dragon Ante set
TOOLGROUP|Musical instrument|Bagpipes
TOOLGROUP|Musical instrument|Drum
TOOLGROUP|Musical instrument|Dulcimer
TOOLGROUP|Musical instrument|Flute
TOOLGROUP|Musical instrument|Lute
TOOLGROUP|Musical instrument|Lyre
TOOLGROUP|Musical instrument|Horn
TOOLGROUP|Musical instrument|Pan flute
TOOLGROUP|Musical instrument|Shawm
TOOLGROUP|Musical instrument|Viol
TOOLGROUP|Other tools|Disguise kit
TOOLGROUP|Other tools|Forgery kit
TOOLGROUP|Other tools|Herbalism kit
TOOLGROUP|Other tools|Navigator's tools
TOOLGROUP|Other tools|Poisoner's kit
TOOLGROUP|Other tools|Thieves' tools

# TRINKET | text
TRINKET|A shard of obsidian that always feels warm to the touch
TRINKET|A dragon's bony talon hanging from a plain leather necklace
TRINKET|A pair of old socks
TRINKET|A blank book whose pages refuse to hold ink, chalk, graphite, or any other substance or marking
TRINKET|A silver badge in the shape of a five-pointed star
TRINKET|A knife that belonged to a relative
TRINKET|A glass vial filled with nail clippings
TRINKET|A rectangular metal device with two tiny metal cups on one end that throws sparks when wet
TRINKET|A white, sequined glove sized for a human
TRINKET|A vest with one hundred tiny pockets
TRINKET|A small, weightless stone block
TRINKET|A tiny sketch portrait of a goblin
TRINKET|An empty glass vial that smells of perfume when opened
TRINKET|A gemstone that looks like a lump of coal when examined by anyone but you
TRINKET|A scrap of cloth from an old banner
TRINKET|A rank insignia from a lost legionnaire
TRINKET|A tiny silver bell without a clapper
TRINKET|A mechanical canary inside a gnomish lamp
TRINKET|A tiny chest carved to look like it has numerous feet on the bottom
TRINKET|A dead sprite inside a clear glass bottle
TRINKET|A metal can that has no opening but sounds as if it is filled with liquid, sand, spiders, or broken glass (your choice)
TRINKET|A glass orb filled with water, in which swims a clockwork goldfish
TRINKET|A silver spoon with an M engraved on the handle
TRINKET|A whistle made from gold-colored wood
TRINKET|A dead scarab beetle the size of your hand
TRINKET|A mummified goblin hand
TRINKET|A piece of crystal that faintly glows in the moonlight
TRINKET|A gold coin minted in an unknown land
TRINKET|A diary written in a language you don't know
TRINKET|A brass ring that never tarnishes
TRINKET|An old chess piece made from glass
TRINKET|A pair of knucklebone dice, each with a skull symbol on the side that would normally show six pips
TRINKET|A small idol depicting a nightmarish creature that gives you unsettling dreams when you sleep near it
TRINKET|A rope necklace from which dangles four mummified elf fingers
TRINKET|The deed for a parcel of land in a realm unknown to you
TRINKET|A 1-ounce block made from an unknown material
TRINKET|A small cloth doll skewered with needles
TRINKET|A tooth from an unknown beast
TRINKET|An enormous scale, perhaps from a dragon
TRINKET|A bright green feather
TRINKET|An old divination card bearing your likeness
TRINKET|A glass orb filled with moving smoke
TRINKET|A 1-pound egg with a bright red shell
TRINKET|A pipe that blows bubbles
TRINKET|A glass jar containing a weird bit of flesh floating in pickling fluid
TRINKET|A tiny gnome-crafted music box that plays a song you dimly remember from your childhood
TRINKET|A small wooden statuette of a smug halfling
TRINKET|A brass orb etched with strange runes
TRINKET|A multicolored stone disk
TRINKET|A tiny silver icon of a raven
TRINKET|A bag containing forty-seven humanoid teeth, one of which is rotten
TRINKET|Two toy soldiers, one with a missing head
TRINKET|A small box filled with different-sized buttons
TRINKET|A candle that can't be lit
TRINKET|A tiny cage with no door
TRINKET|An old key
TRINKET|An indecipherable treasure map
TRINKET|A hilt from a broken sword
TRINKET|A rabbit's foot
TRINKET|A glass eye
TRINKET|A cameo carved in the likeness of a hideous person
TRINKET|A silver skull the size of a coin
TRINKET|An alabaster mask
TRINKET|A pyramid of sticky black incense that smells very bad
TRINKET|A nightcap that, when worn, gives you pleasant dreams
TRINKET|A single caltrop made from bone
TRINKET|A gold monocle frame without the lens
TRINKET|A 1-inch cube, each side painted a different color
TRINKET|A crystal knob from a door
TRINKET|A small packet filled with pink dust
TRINKET|A fragment of a beautiful song, written as musical notes on two pieces of parchment
TRINKET|A silver teardrop earring made from a real teardrop
TRINKET|The shell of an egg painted with scenes of human misery in disturbing detail
TRINKET|A fan that, when unfolded, shows a sleeping cat
TRINKET|A set of bone pipes
TRINKET|A four-leaf clover pressed inside a book discussing manners and etiquette
TRINKET|A sheet of parchment upon which is drawn a complex mechanical contraption
TRINKET|An ornate scabbard that fits no blade you have found so far
TRINKET|An invitation to a party where a murder happened
TRINKET|A bronze pentacle with an etching of a rat's head in its center
TRINKET|A purple handkerchief embroidered with the name of a powerful archmage
TRINKET|Half of a floorplan for a temple, castle, or some other structure
TRINKET|A bit of folded cloth that, when unfolded, turns into a stylish cap
TRINKET|A receipt of deposit at a bank in a far-flung city
TRINKET|A diary with seven missing pages
TRINKET|An empty silver snuffbox bearing an inscription on the surface that says "dreams"
TRINKET|An iron holy symbol devoted to an unknown god
TRINKET|A book that tells the story of a legendary hero's rise and fall, with the last chapter missing
TRINKET|A vial of dragon blood
TRINKET|An ancient arrow of elven design
TRINKET|A needle that never bends
TRINKET|An ornate brooch of dwarven design
TRINKET|An empty wine bottle bearing a pretty label that says, "The Wizard of Wines Winery, Red Dragon Crush, 331422-W"
TRINKET|A mosaic tile with a multicolored, glazed surface
TRINKET|A petrified mouse
TRINKET|A black pirate flag adorned with a dragon's skull and crossbones
TRINKET|A tiny mechanical crab or spider that moves about when it's not being observed
TRINKET|A glass jar containing lard with a label that reads, "Griffon Grease"
TRINKET|A wooden box with a ceramic bottom that holds a living worm with a head on each end of its body
TRINKET|A metal urn containing the ashes of a hero

# GEM | name | value_gp | description
GEM|Azurite|10|opaque mottled deep blue
GEM|Banded agate|10|translucent striped brown, blue, white, or red
GEM|Blue quartz|10|transparent pale blue
GEM|Eye agate|10|translucent circles of gray, white, brown, blue, or green
GEM|Hematite|10|opaque gray-black
GEM|Lapis lazuli|10|opaque light and dark blue with yellow flecks
GEM|Malachite|10|opaque striated light and dark green
GEM|Moss agate|10|translucent pink or yellow-white with mossy gray or green markings
GEM|Obsidian|10|opaque black
GEM|Rhodochrosite|10|opaque light pink
GEM|Tiger eye|10|translucent brown with golden center
GEM|Turquoise|10|opaque light blue-green
GEM|Bloodstone|50|opaque dark gray with red flecks
GEM|Carnelian|50|opaque orange to red-brown
GEM|Chalcedony|50|opaque white
GEM|Chrysoprase|50|translucent green
GEM|Citrine|50|transparent pale yellow-brown
GEM|Jasper|50|opaque blue, black, or brown
GEM|Moonstone|50|translucent white with pale blue glow
GEM|Onyx|50|opaque bands of black and white, or pure black or white
GEM|Quartz|50|transparent white, smoky gray, or yellow
GEM|Sardonyx|50|opaque bands of red and white
GEM|Star rose quartz|50|translucent rosy stone with white star-shaped center
GEM|Zircon|50|transparent pale blue-green
GEM|Amber|100|transparent watery gold to rich gold
GEM|Amethyst|100|transparent deep purple
GEM|Chrysoberyl|100|transparent yellow-green to pale green
GEM|Coral|100|opaque crimson
GEM|Garnet|100|transparent red, brown-green, or violet
GEM|Jade|100|translucent light green, deep green, or white
GEM|Jet|100|opaque deep black
GEM|Pearl|100|opaque lustrous white, yellow, or pink
GEM|Spinel|100|transparent red, red-brown, or deep green
GEM|Tourmaline|100|transparent pale green, blue, brown, or red
GEM|Alexandrite|500|transparent dark green
GEM|Aquamarine|500|transparent pale blue-green
GEM|Black pearl|500|opaque pure black
GEM|Blue spinel|500|transparent deep blue
GEM|Peridot|500|transparent rich olive green
GEM|Topaz|500|transparent golden yellow
GEM|Black opal|1000|translucent dark green with black mottling and golden flecks
GEM|Blue sapphire|1000|transparent blue-white to medium blue
GEM|Emerald|1000|transparent deep bright green
GEM|Fire opal|1000|translucent fiery red
GEM|Opal|1000|translucent pale blue with green and golden mottling
GEM|Star ruby|1000|translucent ruby with white star-shaped center
GEM|Star sapphire|1000|translucent blue sapphire with white star-shaped center
GEM|Yellow sapphire|1000|transparent fiery yellow or yellow green
GEM|Black sapphire|5000|translucent lustrous black with glowing highlights
GEM|Diamond|5000|transparent blue-white, canary, pink, brown, or blue
GEM|Jacinth|5000|transparent fiery orange
GEM|Ruby|5000|transparent clear red to deep crimson

# LIFESTYLE | name | cost_cp_per_day | text
LIFESTYLE|Wretched|0|No home at all. You shelter in barns and crates and rely on the good graces of others. Violence, disease and hunger follow you, and you are beneath the notice of most people.
LIFESTYLE|Squalid|10|A leaky stable, a mud-floored hut or a vermin-ridden boarding house. You have shelter from the elements but live in a desperate and often violent place.
LIFESTYLE|Poor|20|Simple food and threadbare clothing, in a flophouse room or the common room over a tavern. You have some legal protection, but still contend with violence, crime and disease.
LIFESTYLE|Modest|100|Out of the slums, in an older part of town, renting a room or living over a shop. You are not fashionable, but you are respectable enough for soldiers, labourers and families.
LIFESTYLE|Comfortable|200|Fine clothing and no trouble paying for maintenance. You live in a small cottage in a middle-class neighbourhood or a comfortable apartment, and can associate with merchants and officials.
LIFESTYLE|Wealthy|400|A life of luxury, though not the highest circles of society. A spacious home, a staff, and connections among the rich and powerful -- along with the attention of thieves.
LIFESTYLE|Aristocratic|1000|A life of great comfort with access to the finest society, at 10 gp a day and often much more. Your money opens doors, and it also draws attention from those who would use or rob you.

# SERVICE | name | cost_cp
SERVICE|Inn stay, squalid (per day)|7
SERVICE|Inn stay, poor (per day)|10
SERVICE|Inn stay, modest (per day)|50
SERVICE|Inn stay, comfortable (per day)|80
SERVICE|Inn stay, wealthy (per day)|200
SERVICE|Inn stay, aristocratic (per day)|400
SERVICE|Meals, squalid (per day)|3
SERVICE|Meals, poor (per day)|6
SERVICE|Meals, modest (per day)|30
SERVICE|Meals, comfortable (per day)|50
SERVICE|Meals, wealthy (per day)|80
SERVICE|Meals, aristocratic (per day)|200
SERVICE|Ale, gallon|20
SERVICE|Ale, mug|4
SERVICE|Banquet (per person)|1000
SERVICE|Bread, loaf|2
SERVICE|Cheese, hunk|10
SERVICE|Meat, chunk|30
SERVICE|Wine, common (pitcher)|20
SERVICE|Wine, fine (bottle)|1000
SERVICE|Coach cab, between towns (per mile)|3
SERVICE|Coach cab, within a city|1
SERVICE|Hireling, skilled (per day)|200
SERVICE|Hireling, untrained (per day)|20
SERVICE|Messenger (per mile)|2
SERVICE|Road or gate toll|1
SERVICE|Ship's passage (per mile)|10
SERVICE|Stabling (per day)|50

# SPELLSERVICE | name | cost_cp
SPELLSERVICE|Cantrip or 1st-level spell (cast for you)|3000
SPELLSERVICE|2nd-level spell|5000
SPELLSERVICE|3rd-level spell|10000
SPELLSERVICE|4th-level spell|20000
SPELLSERVICE|5th-level spell|50000
SPELLSERVICE|Raise dead (5th level, plus 500 gp diamond)|125000

# MAGICITEM | name | book | type | rarity | attunement (blank when none) | text | curse (blank when none)
MAGICITEM|Adamantine Armor|DMG|Armor (medium or heavy, not hide)|uncommon||Reinforced with adamantine. While you wear it, any critical hit against you becomes a normal hit.|
MAGICITEM|Alchemy Jug|DMG|Wondrous item|uncommon||A ceramic jug weighing 12 lb. As an action, name a liquid and it fills with that liquid, then pours up to 2 gallons a minute: acid (8 oz.), basic poison (1/2 oz.), beer (4 gal.), honey (1 gal.), mayonnaise (2 gal.), oil (1 qt.), vinegar (2 gal.), fresh water (8 gal.), salt water (12 gal.) or wine (1 gal.). Once it starts, it makes no other liquid until the next dawn.|
MAGICITEM|Ammunition, +1, +2, or +3|DMG|Weapon (any ammunition)|uncommon (+1), rare (+2), very rare (+3)||A bonus to attack and damage rolls made with this piece of ammunition, set by its rarity. Once it hits a target it is no longer magical.|
MAGICITEM|Amulet of Health|DMG|Wondrous item|rare|requires attunement|Your Constitution score is 19 while you wear this amulet. It has no effect if your Constitution is already 19 or higher.|
MAGICITEM|Amulet of Proof against Detection and Location|DMG|Wondrous item|uncommon|requires attunement|While wearing it you are hidden from divination magic: you cannot be targeted by it, or perceived through magical scrying sensors.|
MAGICITEM|Amulet of the Planes|DMG|Wondrous item|very rare|requires attunement|As an action, name a location you are familiar with on another plane of existence and make a DC 15 Intelligence check. On a success you cast plane shift; on a failure you and each creature and object within 15 feet of you travel to a random destination: roll d100, and on a 1-60 you arrive at a random spot on the plane you named, on a 61-100 on a randomly determined plane.|
MAGICITEM|Animated Shield|DMG|Armor (shield)|very rare|requires attunement|As a bonus action, speak the command word and the shield leaps into the air to hover and protect you for 1 minute, as though you were wielding it, leaving both your hands free. It returns after 1 minute, when you use a bonus action to end the effect, or when you are incapacitated or die.|
MAGICITEM|Apparatus of Kwalish|DMG|Wondrous item|legendary||A Large sealed iron barrel, 500 lb.; a hidden catch, found with a DC 20 Intelligence (Investigation) check, opens a hatch that admits two Medium or smaller creatures. Working its ten levers turns it into a lobster-like vehicle with AC 20, 200 hit points, immunity to poison and psychic damage, and a speed of 30 ft. and swim 30 ft. while the legs and tail are extended. With the hatch closed the compartment is airtight and watertight and holds 10 hours of breathing air divided by the number of breathing creatures inside. It floats on water, and below 900 feet underwater it takes 2d6 bludgeoning damage per minute from pressure. A creature inside can use an action to move up to two levers, which work the legs, windows, claws, lamp, movement and rear hatch.|
MAGICITEM|Armor, +1, +2, or +3|DMG|Armor (light, medium or heavy)|rare (+1), very rare (+2), legendary (+3)||You have a bonus to AC while wearing this armor, set by its rarity.|
MAGICITEM|Armor of Invulnerability|DMG|Armor (plate)|legendary|requires attunement|You have resistance to nonmagical damage while you wear it. As an action you can become immune to nonmagical damage for 10 minutes or until you take it off; once used, this cannot be used again until the next dawn.|
MAGICITEM|Armor of Resistance|DMG|Armor (light, medium or heavy)|rare|requires attunement|You have resistance to one type of damage while you wear this armor. The type is chosen when the armor is created, from acid, cold, fire, force, lightning, necrotic, poison, psychic, radiant or thunder.|
MAGICITEM|Armor of Vulnerability|DMG|Armor (plate)|rare|requires attunement|You have resistance to one of bludgeoning, piercing or slashing damage while you wear it.|Cursed: once attuned, you have vulnerability to the other two damage types, and cannot remove the armor until you are targeted by remove curse or similar magic. The curse is not apparent until it first takes effect.
MAGICITEM|Arrow-Catching Shield|DMG|Armor (shield)|rare|requires attunement|You gain +2 AC against ranged attacks while wielding it, on top of the shield's normal bonus. Whenever an attacker makes a ranged attack against a target within 5 feet of you, you can use your reaction to become the target instead.|
MAGICITEM|Arrow of Slaying|DMG|Weapon (arrow)|very rare||Made to kill one kind of creature. If that kind takes damage from the arrow, it makes a DC 17 Constitution save, taking an extra 6d10 piercing damage on a failure or half as much on a success. Once it deals its extra damage, it becomes a nonmagical arrow.|
MAGICITEM|Bag of Beans|DMG|Wondrous item|rare||A heavy cloth bag containing 3d4 dry beans. Emptying the bag out at once makes them explode: each creature within 10 feet makes a DC 15 Dexterity save, taking 5d4 fire damage on a failure or half on a success. Planting a bean and watering it produces a random effect one minute later, from a treant or a geyser to a gem-laden shrub.|
MAGICITEM|Bag of Devouring|DMG|Wondrous item|very rare||It passes for a bag of holding, but its mouth is the feeding orifice of a huge extradimensional creature; turn the bag inside out and the mouth closes. Plant or animal matter put all the way in is gone for good, and anyone who puts part of a living body inside, as by reaching in, has a 50 percent chance of being dragged in whole. A creature in the bag can use its action to try to climb out on a DC 15 Strength check, or another creature can use its action to haul it out on a DC 20 Strength check, but anything that starts its turn inside is destroyed. The bag holds a cubic foot of inanimate objects, though once a day it swallows what is inside and spits it out onto another plane.|
MAGICITEM|Bag of Holding|DMG|Wondrous item|uncommon||The interior holds up to 500 lb., not exceeding 64 cubic feet. The bag always weighs 15 lb. Retrieving an item is an action. Overloading, piercing or tearing it destroys it and scatters the contents in the Astral Plane. Placing it inside an extradimensional space destroys both and opens a gate to the Astral Plane.|
MAGICITEM|Bag of Tricks|DMG|Wondrous item|uncommon||Reaching in draws out a fuzzy ball; throwing it up to 20 feet turns it into a creature which acts on your turn as you command. It vanishes at 0 hit points or after 1 hour. You can use the bag three times, and it recharges at dawn. Grey, rust and tan bags each produce a different list of beasts, from a weasel up to a lion or tiger.|
MAGICITEM|Bead of Force|DMG|Wondrous item|rare||As an action, throw it up to 60 feet. It detonates on impact and is destroyed: each creature within 10 feet makes a DC 15 Dexterity save, taking 5d4 force damage on a failure, and a failed save also traps the creature in a sphere of force for 1 minute.|
MAGICITEM|Belt of Dwarvenkind|DMG|Wondrous item|rare|requires attunement|Your Constitution increases by 2, to a maximum of 20. You have advantage on Charisma (Persuasion) checks with dwarves, darkvision to 60 feet, and can speak, read and write Dwarvish. There is a 50 percent chance each day that you gain advantage on saves against poison and resistance to poison damage that day.|
MAGICITEM|Belt of Giant Strength|DMG|Wondrous item|rare to legendary|requires attunement|Your Strength score becomes the belt's score, if it is not already higher: hill giant 21 (rare), stone or frost giant 23 (very rare), fire giant 25 (very rare), cloud giant 27 (legendary), storm giant 29 (legendary).|
MAGICITEM|Berserker Axe|DMG|Weapon (any axe)|rare|requires attunement|+1 to attack and damage rolls, and your hit point maximum increases by 1 for each level you have.|Cursed: while attuned, you cannot part with it, and whenever you take damage in combat you must make a DC 15 Wisdom save or go berserk, attacking the nearest creature each turn until there is nothing left to attack.
MAGICITEM|Boots of Elvenkind|DMG|Wondrous item|uncommon||Your steps make no sound, whatever the surface. You have advantage on Dexterity (Stealth) checks that rely on moving silently.|
MAGICITEM|Boots of Levitation|DMG|Wondrous item|rare|requires attunement|You can cast levitate on yourself at will.|
MAGICITEM|Boots of Speed|DMG|Wondrous item|rare|requires attunement|As a bonus action you can click the heels together to double your walking speed, and opportunity attacks against you are at disadvantage. Clicking again ends the effect. Once the boots have been used for a total of 10 minutes, they stop working until you finish a long rest.|
MAGICITEM|Boots of Striding and Springing|DMG|Wondrous item|uncommon|requires attunement|Your walking speed becomes 30 feet unless it is already higher, and is not reduced by carrying weight up to your capacity. You can jump three times the normal distance, though never further than your remaining movement.|
MAGICITEM|Boots of the Winterlands|DMG|Wondrous item|uncommon|requires attunement|You have resistance to cold damage, difficult terrain of ice or snow costs no extra movement, and you can tolerate temperatures as low as -50 degrees Fahrenheit without extra protection.|
MAGICITEM|Bowl of Commanding Water Elementals|DMG|Wondrous item|rare||While the bowl is filled with water, you can use an action to speak the command word and summon a water elemental as though you had cast conjure elemental. Once used, it cannot be used again until the next dawn. The bowl is about 1 foot across, 3 lb., and holds 3 gallons.|
MAGICITEM|Bracers of Archery|DMG|Wondrous item|uncommon|requires attunement|You have proficiency with the longbow and shortbow, and gain +2 to damage rolls on ranged attacks made with them.|
MAGICITEM|Bracers of Defense|DMG|Wondrous item|rare|requires attunement|You gain +2 AC while wearing no armor and no shield.|
MAGICITEM|Brazier of Commanding Fire Elementals|DMG|Wondrous item|rare||While a fire burns in the brazier, you can use an action to speak the command word and summon a fire elemental as though you had cast conjure elemental. Once used, it cannot be used again until the next dawn. The brazier weighs 5 lb.|
MAGICITEM|Brooch of Shielding|DMG|Wondrous item|uncommon|requires attunement|You have resistance to force damage and immunity to damage from the magic missile spell.|
MAGICITEM|Broom of Flying|DMG|Wondrous item|uncommon||Speak the command word and it hovers beneath you; it has a flying speed of 50 feet and can carry up to 400 lb., though its speed drops to 30 feet above 200 lb. Spoken to from up to 1 mile away, it flies to you by the shortest route.|
MAGICITEM|Candle of Invocation|DMG|Wondrous item|very rare|requires attunement|Dedicated to a deity and its alignment. It burns for 4 hours, and can be snuffed out and relit. While it burns in your presence and your alignment matches, you gain advantage on all attack rolls, saving throws and ability checks. Lighting it for the first time lets you cast gate as an action.|
MAGICITEM|Cape of the Mountebank|DMG|Wondrous item|rare||You can cast dimension door from it as an action. Once used, it cannot be used again until the next dawn. When you disappear you leave behind a cloud of smoke, and appear in another, both spaces lightly obscured until the end of your next turn.|
MAGICITEM|Carpet of Flying|DMG|Wondrous item|very rare||Speak the command word to make it hover and fly. Its size, capacity and flying speed vary: 3 by 5 feet carries 200 lb. at 80 feet, 4 by 6 feet carries 400 lb. at 60 feet, 5 by 7 feet carries 600 lb. at 40 feet, and 6 by 9 feet carries 800 lb. at 30 feet. Above capacity it flies at half speed and carries at most twice its capacity.|
MAGICITEM|Censer of Controlling Air Elementals|DMG|Wondrous item|rare||While incense burns in it, you can use an action to speak the command word and summon an air elemental as though you had cast conjure elemental. Once used, it cannot be used again until the next dawn. The censer weighs 1 lb.|
MAGICITEM|Chime of Opening|DMG|Wondrous item|rare||A hollow metal tube about 1 foot long. Striking it and pointing it at an object within 120 feet that can be opened -- a door, a lid, a lock, a set of shackles -- opens it, though it works on only one at a time. It has ten charges and is destroyed when the last is spent.|
MAGICITEM|Circlet of Blasting|DMG|Wondrous item|uncommon||You can cast scorching ray from it as an action, with a +5 to hit for each ray. Once used, it cannot be used again until the next dawn.|
MAGICITEM|Cloak of Arachnida|DMG|Wondrous item|very rare|requires attunement|You have resistance to poison damage and a climbing speed equal to your walking speed, you can move up, down and across vertical surfaces and upside down along ceilings while leaving your hands free, you cannot be caught in webs of any sort and can move through them as if they were difficult terrain, and you can cast web once per dawn with a save DC of 13, unaffected by your own.|
MAGICITEM|Cloak of Displacement|DMG|Wondrous item|rare|requires attunement|It projects an illusion that you are standing slightly away from your true position, so attack rolls against you have disadvantage. The property stops working until the start of your next turn whenever you take damage, and while you are incapacitated, restrained or otherwise unable to move.|
